#cam_angle[deg]	polar_radius[mm]
315.7500	17.0000000
316.0000	17.0000000
316.2500	17.0000000
316.5000	17.0000000
316.7500	17.0000000
317.0000	17.0000000
317.2500	17.0000000
317.5000	17.0000000
317.7500	17.0000000
318.0000	17.0000000
318.2500	17.0000000
318.5000	17.0000000
318.7500	17.0000000
319.0000	17.0000000
319.2500	17.0000000
319.5000	17.0000000
319.7500	17.0000000
320.0000	17.0000000
320.2500	17.0000000
320.5000	17.0000000
320.7500	17.0000000
321.0000	17.0000000
321.2500	17.0000000
321.5000	17.0000000
321.7500	17.0000000
322.0000	17.0000000
322.2500	17.0000000
322.5000	17.0000000
322.7500	17.0000000
323.0000	17.0000000
323.2500	17.0000000
323.5000	17.0000000
323.7500	17.0000000
324.0000	17.0000000
324.2500	17.0000000
324.5000	17.0000000
324.7500	17.0000000
325.0000	17.0000000
325.2500	17.0000000
325.5000	17.0000000
325.7500	17.0000000
326.0000	17.0000000
326.2500	17.0000000
326.5000	17.0000000
326.7500	17.0000000
327.0000	17.0000000
327.2500	17.0000000
327.5000	17.0000000
327.7500	17.0000000
328.0000	17.0000000
328.2500	17.0000000
328.5000	17.0000000
328.7500	17.0000000
329.0000	17.0000000
329.2500	17.0000000
329.5000	17.0000000
329.7500	17.0000000
330.0000	17.0000000
330.2500	17.0000000
330.5000	17.0000000
330.7500	17.0000000
331.0000	17.0000000
331.2500	17.0000000
331.5000	17.0000000
331.7500	17.0000000
332.0000	17.0000000
332.2500	17.0000000
332.5000	17.0000000
332.7500	17.0000000
333.0000	17.0000000
333.2500	17.0000000
333.5000	17.0000000
333.7500	17.0000000
334.0000	17.0000000
334.2500	17.0000000
334.5000	17.0000000
334.7500	17.0000000
335.0000	17.0000000
335.2500	17.0000000
335.5000	17.0000000
335.7500	17.0000000
336.0000	17.0000000
336.2500	17.0000000
336.5000	17.0000000
336.7500	17.0000000
337.0000	17.0000000
337.2500	17.0000000
337.5000	17.0000000
337.7500	17.0000000
338.0000	17.0000000
338.2500	17.0000000
338.5000	17.0000000
338.7500	17.0000000
339.0000	17.0000000
339.2500	17.0000000
339.5000	17.0000000
339.7500	17.0000000
340.0000	17.0000000
340.2500	17.0000000
340.5000	17.0000000
340.7500	17.0000000
341.0000	17.0000000
341.2500	17.0000000
341.5000	17.0000000
341.7500	17.0000000
342.0000	17.0000000
342.2500	17.0000000
342.5000	17.0000000
342.7500	17.0000000
343.0000	17.0000000
343.2500	17.0000000
343.5000	17.0000000
343.7500	17.0000000
344.0000	17.0000000
344.2500	17.0000000
344.5000	17.0000000
344.7500	17.0000000
345.0000	17.0000000
345.2500	17.0000000
345.5000	17.0000000
345.7500	17.0000000
346.0000	17.0000000
346.2500	17.0000000
346.5000	17.0000000
346.7500	17.0000000
347.0000	17.0000000
347.2500	17.0000000
347.5000	17.0000000
347.7500	17.0000000
348.0000	17.0000000
348.2500	17.0000000
348.5000	17.0000000
348.7500	17.0000000
349.0000	17.0000000
349.2500	17.0000000
349.5000	17.0000000
349.7500	17.0000000
350.0000	17.0000000
350.2500	17.0000000
350.5000	17.0000000
350.7500	17.0000000
351.0000	17.0000000
351.2500	17.0000000
351.5000	17.0000000
351.7500	17.0000000
352.0000	17.0000000
352.2500	17.0000000
352.5000	17.0000000
352.7500	17.0000000
353.0000	17.0000000
353.2500	17.0000000
353.5000	17.0000000
353.7500	17.0000000
354.0000	17.0000000
354.2500	17.0000000
354.5000	17.0000000
354.7500	17.0000000
355.0000	17.0000000
355.2500	17.0000000
355.5000	17.0000000
355.7500	17.0000000
356.0000	17.0000000
356.2500	17.0000000
356.5000	17.0000000
356.7500	17.0000000
357.0000	17.0000000
357.2500	17.0000000
357.5000	17.0000000
357.7500	17.0000000
358.0000	17.0000000
358.2500	17.0000000
358.5000	17.0000000
358.7500	17.0000000
359.0000	17.0000000
359.2500	17.0000000
359.5000	17.0000000
359.7500	17.0000000
360.0000	17.0000000
